judul_lagu;artist;mood;link_play
Cinta Ini Membunuhku;D’MASIV;Energetic;https://open.spotify.com/track/63tUGwq0yrWE6FVemfPps9
Someone To Spend Time With;Los Retros;Happy;https://open.spotify.com/track/6SE4JAo7T8C7XkFka5bbga
Crazy Over You;BLACKPINK;Happy;https://open.spotify.com/track/7bi5vk9KoY6Flkat31ViYD
Who Dis?;SECRET NUMBER;Energetic;https://open.spotify.com/track/6loyhEAW2QFgQnvorXzsXn
I Like It;Cardi B;Happy;https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
Awas Jatuh Cinta;Armada;Sad;https://open.spotify.com/track/11kexk65YBAjqm5Ql1DP7Y
I Hate U;SZA;Sad;https://open.spotify.com/track/2aJnyNu4PQxQ2lyj5boiMG
Alien;Sabrina Carpenter;Happy;https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
BBIBBI;IU;Happy;https://open.spotify.com/track/4as4XEOR03oGm1STUKl6pa
Happier Than Ever - Edit;Billie Eilish;Energetic;https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
My Way;Calvin Harris;Energetic;https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
SAD!;XXXTENTACION;Happy;https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
Love Of My Life - Remastered 2011;Queen;Sad;https://open.spotify.com/track/4YJUTdZ0Pgl0ZeNyHYXeLd
Dangerously;Charlie Puth;Sad;https://open.spotify.com/track/3qonjOrhFCfTnaaMruHzxW
MIC Drop (Steve Aoki Remix) - Full Length Edition;BTS;Energetic;https://open.spotify.com/track/01380RE6UfsPSdiUIwrCoH
Resah;Payung Teduh;Sad;https://open.spotify.com/track/1k5vv2ood14aa5uBYWBlWh
Here We Go Again / Fanboi;Ardhito Pramono;Sad;https://open.spotify.com/track/1sUcuZMuz5Kn5rATfzL77v
Fly To My Room;BTS;Happy;https://open.spotify.com/track/1NHl9g36Ebu3g16y0vtUNV
Mundur Alon Alon;ILUX;Sad;https://open.spotify.com/track/79mIVkf9j6wtG23QNkKfxZ
Somebody;The Chainsmokers;Sad;https://open.spotify.com/track/0fTiDOXRNEN0lUeYGoSHml
Let You Love Me;Rita Ora;Energetic;https://open.spotify.com/track/0Hijswm0F2WNL0vN5e4CyE
Ojo Dibandingke;Farel Prayoga;Happy;https://open.spotify.com/track/6zwls2VhjHF9Ax7Xa2r54W
Despacito (Featuring Daddy Yankee);Luis Fonsi;Happy;https://open.spotify.com/track/7CUYHcu0RnbOnMz4RuN07w
Menghapus Jejakmu;Peterpan;Happy;https://open.spotify.com/track/51ynVHF2IUZAtT8QqrsCS7
From Home;NCT U;Sad;https://open.spotify.com/track/1Q2ebj4xoyyGiGHYPGbXJU
HEAVEN AND BACK;Chase Atlantic;Energetic;https://open.spotify.com/track/5dewQ7ojISR32NAYNHFYWC
Pray;Jessie Murph;Sad;https://open.spotify.com/track/7MOCaEUbfGyq1K96umNVwJ
Lemonade;Internet Money;Happy;https://open.spotify.com/track/02kDW379Yfd5PzW5A6vuGt
Glitch Mode;NCT DREAM;Happy;https://open.spotify.com/track/5b1PngLlxc7hj3fJXrE2Zm
Hello;JOY;Happy;https://open.spotify.com/track/3cGp1jXxLReLKz7QgVbWZR
My Oh My (feat. DaBaby);Camila Cabello;Energetic;https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
Never Enough;Loren Allred;Sad;https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
Sparks;Coldplay;Sad;https://open.spotify.com/track/7D0RhFcb3CrfPuTJ0obrod
STEREOTYPE;STAYC;Happy;https://open.spotify.com/track/2bZIDMpzVooosmPHn0tHnd
Sayang;Via Vallen;Happy;https://open.spotify.com/track/1cs5LFOcznflbTzEKDPXCx
The Astronaut;JIN;Energetic;https://open.spotify.com/track/0h7QMc9ZRzA9QJrbEHytn2
Somebody That I Used To Know;Gotye;Happy;https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
When You're Gone;Shawn Mendes;Happy;https://open.spotify.com/track/0U1W2LZVUX7qTm7dDpqxh6
Both of Us;Yellow Claw;Sad;https://open.spotify.com/track/1FDGTwqfK4mmwFZOd7qn5H
Wait;Maroon 5;Energetic;https://open.spotify.com/track/3T9CfDxFYqZWSKxd0BhZrb
Fetish (feat. Gucci Mane);Selena Gomez;Energetic;https://open.spotify.com/track/4lnAN2S1fcI0SjxEbksZVr
Battle Scars (with Guy Sebastian);Lupe Fiasco;Energetic;https://open.spotify.com/track/1hWYT0w2R0J19rlVkiez7X
Lupakan Cinta;Rossa;Sad;https://open.spotify.com/track/4QhfKUW0Qn1W4nCfnjptw7
Lose Somebody;Kygo;Sad;https://open.spotify.com/track/7xbWAw3LMgRMn4omR5yVn3
MAGO;GFRIEND;Happy;https://open.spotify.com/track/46WaBBaEHzgbN88Ew0nh50
When She Loved Me;Sarah McLachlan;Sad;https://open.spotify.com/track/6lMh9k54E4mxbGBMkSwYhT
Anugerah Terindah Yang Pernah Kumiliki;Sheila On 7;Sad;https://open.spotify.com/track/41OCQS2Mul3MluLUUsfadr
Saturday Nights;Khalid;Sad;https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
Still Life;BIGBANG;Sad;https://open.spotify.com/track/3TSLqZssCoCdDlMhCJ08XW
Wild Thoughts (feat. Rihanna & Bryson Tiller);DJ Khaled;Happy;https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
Lagu Untukmu;Raisa;Sad;https://open.spotify.com/track/5EyLFqmInSBWtVA2auM42i
BOOM;NCT DREAM;Happy;https://open.spotify.com/track/6rcn967QN5JtkPOBDwYIuT
The Cure;Lady Gaga;Happy;https://open.spotify.com/track/34oB5r0lcN3fYWCs2uA1k5
Loverboy;A-Wall;Sad;https://open.spotify.com/track/3CboywxfJIgvHqi2FF4exb
Papi Chulo;Octavian;Energetic;https://open.spotify.com/track/1S1bZVv8sqYY39S6KWchuk
Akhir Cerita Cinta;Glenn Fredly;Sad;https://open.spotify.com/track/6Qe5wOREjTPivo6M5kW5h3
this is what falling in love feels like;JVKE;Sad;https://open.spotify.com/track/2PWTZV5znjLtZC5T1EVJvL
Like Water;WENDY;Sad;https://open.spotify.com/track/37LhFxchiyAJVop5JgRZgY
Hal Indah Butuh Waktu Untuk Datang;Idgitaf;Sad;https://open.spotify.com/track/2k9ZZcEQVxoXd2OYr8iiQ8
A Sky Full of Stars;Coldplay;Energetic;https://open.spotify.com/track/0FDzzruyVECATHXKHFs9eJ
Be Kind (with Halsey);Marshmello;Happy;https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
Hymn for the Weekend - Seeb Remix;Coldplay;Energetic;https://open.spotify.com/track/6s3GEN8wK0OMzzzZbXj0fu
Like I Do;David Guetta;Energetic;https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
Tabu - Original Soundtrack Merindu Cahaya de Amstel;Brisia Jodie;Sad;https://open.spotify.com/track/1Lr1X8fhSS9Q8jEiTwSkQB
enough for you;Olivia Rodrigo;Sad;https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
Solo Dance;Martin Jensen;Energetic;https://open.spotify.com/track/10AsRVRdU07cMAFHeGYO3c
Filter;BTS;Happy;https://open.spotify.com/track/4bZZVcgWWMWPBwzTTp642w
Lush Life;Zara Larsson;Happy;https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8
Lost Stars;Adam Levine;Happy;https://open.spotify.com/track/1Duym1lVQurgKHHSqpOWhY
The Way I Are (Dance with Somebody) [feat. Lil Wayne];Bebe Rexha;Energetic;https://open.spotify.com/track/3ZkUWF1MVm3tLgz7dplGpk
Sign of the Times;Harry Styles;Energetic;https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
Rainbow;NCT DREAM;Sad;https://open.spotify.com/track/2TyDgN8q5NgOuiR8yYyBYj
Kenanglah Aku;NaFF;Sad;https://open.spotify.com/track/0zJIPpVcHKWqmf2FaKXbQQ
Cake By The Ocean;DNCE;Happy;https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC
Girls;aespa;Energetic;https://open.spotify.com/track/2WTHLEVjfefbGoW7F3dXIg
Never Really Over;Katy Perry;Energetic;https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
SNEAKERS;ITZY;Energetic;https://open.spotify.com/track/2WoluqyWzsgRmFCeHeGlnm
Adore You;Harry Styles;Happy;https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
Crying Over You ◐;HONNE;Energetic;https://open.spotify.com/track/7i1pavASRUZk62ejaUIESa
Kau Adalah (feat. Rayi Putra);Isyana Sarasvati;Happy;https://open.spotify.com/track/2WoRw2nWZoj5ty0rOQP4FQ
Zimzalabim;Red Velvet;Energetic;https://open.spotify.com/track/0GUbhhI5fRx7BlqlqlhjuB
Mikrokosmos;BTS;Energetic;https://open.spotify.com/track/0jSccBRnhNU4KtACMQPvco
Talk that Talk;TWICE;Happy;https://open.spotify.com/track/0RDqNCRBGrSegk16Avfzuq
Most Girls;Hailee Steinfeld;Energetic;https://open.spotify.com/track/10GJQkjRJcZhGTLagFOC62
The Other;Lauv;Sad;https://open.spotify.com/track/1DlGTnBydbBcOSdC6XEZnq
Capsize;FRENSHIP;Energetic;https://open.spotify.com/track/2XMTqoHHSH0lvuXrvIEdco
What About Us;P!nk;Energetic;https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
Teman Bahagia (Acoustic Version);Jaz;Sad;https://open.spotify.com/track/4xfrPOs83e96BcfxIe8CTI
Into You;Ariana Grande;Energetic;https://open.spotify.com/track/76FZM38RC8XaAjJ77CVTNe
Locked Away (feat. Adam Levine);R. City;Happy;https://open.spotify.com/track/7x5xYW5W42OGPAdHUyyguy
No Money;Galantis;Happy;https://open.spotify.com/track/0gb1J5UrTpzaU1s3nupgCd
NO ONE;LeeHi;Happy;https://open.spotify.com/track/0iQ7Nc2YhlyGHeUi4R8Gl6
About Damn Time;Lizzo;Happy;https://open.spotify.com/track/1PckUlxKqWQs3RlWXVBLw3
CROWN;TOMORROW X TOGETHER;Happy;https://open.spotify.com/track/0EmYZZ8OqeALedVhijSjsg
Delicate;Taylor Swift;Sad;https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
Toothbrush;DNCE;Happy;https://open.spotify.com/track/7ciLq0Cip0yxiz6KANrOUq
MANIAC;Stray Kids;Energetic;https://open.spotify.com/track/63irPUP3xB74fHdw1Aw9zR
Love, Maybe;MeloMance;Happy;https://open.spotify.com/track/2X45nVBeYzmDlrXji9Av0Q
Hello Goodbye;YB;Calm;https://open.spotify.com/track/1GdxRFpWNPce2d77VVoKSN
Telepathy;BTS;Happy;https://open.spotify.com/track/6Fnvi5QnVkTskSzeRvvQds
Tunggu Apa Lagi;Lalahuta;Happy;https://open.spotify.com/track/6LfBnBoEF8GleoCBOTxAnW
BBoom BBoom;MOMOLAND;Happy;https://open.spotify.com/track/3BPoSr2pO34Aan6alFfVto
Intuisi;Yura Yunita;Sad;https://open.spotify.com/track/4BLpx15uqj0UykcYPXALGO
Unforgettable;French Montana;Happy;https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
Please Don't Go;Mike Posner;Happy;https://open.spotify.com/track/6jg5SRvdGxvJ0DzNV0UqEK
DICE;NMIXX;Energetic;https://open.spotify.com/track/5aaE27JUylnG7aPtGJPrrC
BALI;Rich Brian;Happy;https://open.spotify.com/track/2XW3vH6ZqMHvlzUSfhWW2X
pov;Ariana Grande;Sad;https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
Figurinha - Ao Vivo;Douglas & Vinicius;Happy;https://open.spotify.com/track/3vWiMpsy2VMkKqQCtN5mr4
You Right;Doja Cat;Energetic;https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
Euphoria;BTS;Happy;https://open.spotify.com/track/5YMXGBD6vcYP7IolemyLtK
Try Again;JAEHYUN;Sad;https://open.spotify.com/track/4Sav8RLaXMBpTZX6xNPj0K
SNAP - High and Fast;Rosa Linn;Happy;https://open.spotify.com/track/46cdw28EXOhDPnD1emDC6T
Yellow (feat. Bekon);Rich Brian;Sad;https://open.spotify.com/track/3PPAFAhNAvJYs74JnujgGq
Losing Us.;raissa anggiani;Sad;https://open.spotify.com/track/6embPWj9qvusLg9JpbAmCQ
Spring Day;BTS;Energetic;https://open.spotify.com/track/2j1fFjWHCI9KJSwcuYAOyF
New;Daya;Energetic;https://open.spotify.com/track/4tERsdVCLtLtrGdFBf9DGC
Aku Sayang Aku;Chintya Gabriella;Sad;https://open.spotify.com/track/14BkDbB0oZ0xxKkyFkOaFw
Born To Be Yours;Kygo;Happy;https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
Masih;Rossa;Sad;https://open.spotify.com/track/7sFfT1kaFWTNgbT4Occlye
Dengarkan Hatiku;Adera;Sad;https://open.spotify.com/track/7MoQFHt9nhB9JyTyShnpio
Bored;Billie Eilish;Sad;https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
Bad Decisions (with BTS & Snoop Dogg);benny blanco;Happy;https://open.spotify.com/track/0xzI1KAr0Yd9tv8jlIk3sn
Electric Love;BØRNS;Happy;https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
Your eyes tell;BTS;Sad;https://open.spotify.com/track/3TZ7NHkMT82AhwuYsd00Hz
Just You;Teddy Adhitya;Sad;https://open.spotify.com/track/6L68DyIsn6SqEN9rStOXb9
Dehidrasi;Hindia;Happy;https://open.spotify.com/track/4qOpQXiEDEvt8MhYCGcwB6
Chinese New Year;SALES;Calm;https://open.spotify.com/track/0SIAFU49FFHwR3QnT5Jx0k
Satru;Denny Caknan;Energetic;https://open.spotify.com/track/0kiLz3NcF1LMbn97OCTlgJ
LO$ER=LO♡ER;TOMORROW X TOGETHER;Happy;https://open.spotify.com/track/21aOLk12MksET8AsbU0SI6
Kesempurnaan Cinta;Rizky Febian;Happy;https://open.spotify.com/track/18tLvggTFEZuzLdcnuej2u
Take Two;BTS;Happy;https://open.spotify.com/track/5IAESfJjmOYu7cHyX557kz
Pamer Bojo;Didi Kempot;Happy;https://open.spotify.com/track/2rShm1AcEBSlydfHykf3uJ
Darl+ing;SEVENTEEN;Happy;https://open.spotify.com/track/6vo0dV9t7PCQZKsLFwVwZ5
Ko Ko Bop;EXO;Happy;https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa
Miss U Miss Me;Just Stef;Calm;https://open.spotify.com/track/1HMNrH17iZtm0BeABhZ1hW
Dream Glow (BTS World Original Soundtrack) - Pt. 1;BTS;Happy;https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey);Ariana Grande;Energetic;https://open.spotify.com/track/6zegtH6XXd2PDPLvy1Y0n2
ICY;ITZY;Happy;https://open.spotify.com/track/2vdkN2NSQ5mxqNGg7sJUxs
Freaky Friday (feat. Chris Brown);Lil Dicky;Happy;https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
Sticker;NCT 127;Happy;https://open.spotify.com/track/4bEa9VAnyVJWBxOUyVvzie
Final Song;MØ;Energetic;https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7
Summertime Sadness;Lana Del Rey;Energetic;https://open.spotify.com/track/3BJe4B8zGnqEdQPMvfVjuS
The Joker And The Queen (feat. Taylor Swift);Ed Sheeran;Sad;https://open.spotify.com/track/6N1K5OVVCopBjGViHs2IvP
Good Boy Gone Bad;TOMORROW X TOGETHER;Happy;https://open.spotify.com/track/1HsSIPLTQT354yJcQGfEY3
Hari Bahhagia;Atta Halilintar;Sad;https://open.spotify.com/track/2cthSSfjAPK4mGEkcbTCSC
THANK YOU (ASAHI x HARUTO Unit);TREASURE;Happy;https://open.spotify.com/track/41GW9sI7kajNmon5HJGNH9
Not With Me;Bondan Prakoso;Sad;https://open.spotify.com/track/3Jx6apzpRnf9MPmZv13LOj
Nobody Compares To You (feat. Katie Pearlman);Gryffin;Energetic;https://open.spotify.com/track/17ejRbr6B8l9zdqgCZsn4m
Get You The Moon (feat. Snøw);Kina;Sad;https://open.spotify.com/track/4ZLzoOkj0MPWrTLvooIuaa
Dance The Night Away;TWICE;Happy;https://open.spotify.com/track/4DYIDSMIB5y2UmZFv9fxeX
Him & I (with Halsey);G-Eazy;Energetic;https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
Like Crazy;Jimin;Energetic;https://open.spotify.com/track/3Ua0m0YmEjrMi9XErKcNiR
Kamu Cantik Kamu Baik;Lyla;Happy;https://open.spotify.com/track/4lK7zM6W6QHu9GNdR2BX8i
Satu-Satunya;Hivi!;Happy;https://open.spotify.com/track/6B3klWr5zdlEUdqFm89Czb
Stay With Me;CHANYEOL;Sad;https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K
Sick Boy;The Chainsmokers;Happy;https://open.spotify.com/track/58kZ9spgxmlEznXGu6FPdQ
River (feat. Ed Sheeran);Eminem;Energetic;https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
Bawa Dia Kembali;Mahalini;Sad;https://open.spotify.com/track/6dbApVkSR5CVyiWrNTeG9R
Touch;Little Mix;Happy;https://open.spotify.com/track/1gG5MoWK5SmHUcQPa2jxdP
Kau Yang Sembunyi;Hanin Dhiya;Sad;https://open.spotify.com/track/1oyQ8SCnGbZHjKv25kvQo2
Shoong! (feat. LISA of BLACKPINK);TAEYANG;Energetic;https://open.spotify.com/track/0oJRiblEiQgTg2hRfnacIt
Illusion;aespa;Happy;https://open.spotify.com/track/5uFqjHOo3Sh0bVPCKf3DdH
Boys;Charli XCX;Happy;https://open.spotify.com/track/5o4yGlG0PfeVUa6ClIyOxq
breathin;Ariana Grande;Energetic;https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
Chasing Fire;Lauv;Energetic;https://open.spotify.com/track/0wCiZgPLKt7M2aoPMBB6Tx
changes;XXXTENTACION;Calm;https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
Beautiful;NCT 2021;Happy;https://open.spotify.com/track/2TGniNBlW1mBJFxvSLZ4SA
Gucci Gang;Lil Pump;Happy;https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016);David Guetta;Energetic;https://open.spotify.com/track/46NBoIAHrmR7qcUGCIFEjR
Please Me;Cardi B;Happy;https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN
PS5;salem ilese;Energetic;https://open.spotify.com/track/4atLCK41iF1xFDydQ6WliG
Blood Sweat & Tears;BTS;Happy;https://open.spotify.com/track/2u54HNQamwFuOMLSuhSRom
The One;The Chainsmokers;Sad;https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
Menjaga Hati;Yovie & Nuno;Sad;https://open.spotify.com/track/7er7WofjVw4QwPAyxH39jH
Better On My Own;Keisya Levronka;Sad;https://open.spotify.com/track/1JBlPAvemeeld88PoPN69O
Ridin';NCT DREAM;Energetic;https://open.spotify.com/track/0EMD15EVNwDlgGH2CH6ZEL
Air & Api;Naif;Happy;https://open.spotify.com/track/0Z3E3USDNRILRhQBwy0ljP
Fire On Fire;Sam Smith;Sad;https://open.spotify.com/track/7t3Xdbufg7q2onVsR8RBdY
Once In a While;Timeflies;Energetic;https://open.spotify.com/track/6cREm4bV7V79Yxdilx9HDo
Drunk-Dazed;ENHYPEN;Energetic;https://open.spotify.com/track/1wcr8DjnN59Awev8nnKpQ4
LILAC;IU;Happy;https://open.spotify.com/track/5xrtzzzikpG3BLbo4q1Yul
Dancing in My Room;347aidan;Calm;https://open.spotify.com/track/6Pgmqg15yVexuOgtzuxwoX
Kelingan Mantan;NDX A.K.A.;Sad;https://open.spotify.com/track/3w09eeWmgkLz5BISaqcpgm
Enemies;Lauv;Happy;https://open.spotify.com/track/0izaL2F5LK3ikSTI9jZNhs
Starlight;CHA NI (SF9);Sad;https://open.spotify.com/track/7lV0M6ulaapTNZJzx8stw0
Light It Up (feat. Nyla & Fuse ODG) - Remix;Major Lazer;Happy;https://open.spotify.com/track/6lDo13SSgTv0WbyUQKgnjk
For You (Fifty Shades Freed) (& Rita Ora);Liam Payne;Energetic;https://open.spotify.com/track/66xn6tB8s3l8uhj02OGneE
VIBE (feat. Jimin of BTS);TAEYANG;Happy;https://open.spotify.com/track/14XLUySagFhP9KoqOTg5ka
SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK);DJ Snake;Happy;https://open.spotify.com/track/6IPNp9PfaEqrzotY47TIWy
Thunderous;Stray Kids;Happy;https://open.spotify.com/track/0nwTMzpatarzvLvtwwzdCt
A Million Dreams;Ziv Zaifman;Sad;https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
All Time Low;Jon Bellion;Happy;https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m
Rich Love (with Seeb);OneRepublic;Energetic;https://open.spotify.com/track/7dOeiXeTSfA1ixaYmQcWu7
All I Want for Christmas Is You;Mariah Carey;Energetic;https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
Your Power;Billie Eilish;Sad;https://open.spotify.com/track/042Sl6Mn83JHyLEqdK7uI0
Gotta Go;CHUNG HA;Energetic;https://open.spotify.com/track/1exnDFdC34GyBcaLt9ZJfX
Aku Cinta Dia;Rahmania Astrini;Sad;https://open.spotify.com/track/224atdPauEbKCbcz7a2JwK
Too Good;Drake;Energetic;https://open.spotify.com/track/3BtuIIrQlkujKPuWF2B85z
Sunset Lover;Petit Biscuit;Calm;https://open.spotify.com/track/0hNduWmlWmEmuwEFcYvRu1
Dis-ease;BTS;Energetic;https://open.spotify.com/track/0hxeouHqP3qzpTHerA7ha2
Crying in the Club;Camila Cabello;Happy;https://open.spotify.com/track/1SJtlNRJDeYHioymcvsqev
The Truth Untold;BTS;Sad;https://open.spotify.com/track/4eP8Syl3aBEQw3Jy5Bhq0D
I Think I'm In Love;Kat Dahlia;Happy;https://open.spotify.com/track/3U1TuSqHIubBA10cVP7Sk6
Done for Me (feat. Kehlani);Charlie Puth;Happy;https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
No One Can Stop Us;Dipha Barus;Energetic;https://open.spotify.com/track/46aUJjSBFZMQdETmrNd6GI
Love Theory;TAEYONG;Happy;https://open.spotify.com/track/1dmi9lVthTKjuemmO8ucWm
Whiskey Bottle;GANGGA;Sad;https://open.spotify.com/track/6FPC5aJiqfqccXxlJoUmwv
my future;Billie Eilish;Sad;https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
I Just Can't;R3HAB;Energetic;https://open.spotify.com/track/5FZqu36mrT8nmXE39y8qnI
Deeper;Pamungkas;Sad;https://open.spotify.com/track/4U8PpRdYJFh9UyZVdKHpTR
Play;K-391;Energetic;https://open.spotify.com/track/4jp4Z02kzzg8gK0NmDGgml
It's Gotta Be You;Isaiah Firebrace;Happy;https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW
Never Be Like You;Flume;Sad;https://open.spotify.com/track/5AWMbJ60z0NmztJ1Edl00K
For Youth;BTS;Sad;https://open.spotify.com/track/4JzCFEc3O2UEdjKzevvFH5
Jopping;SuperM;Energetic;https://open.spotify.com/track/5WrEilrRI5cIW0DxMvQYPZ
This Town;Niall Horan;Sad;https://open.spotify.com/track/0qvzXomUDJVaUboy2wMfiS
Know No Better (feat. Travis Scott, Camila Cabello & Quavo);Major Lazer;Energetic;https://open.spotify.com/track/5cxf8YcDttPsgZb8zt120n
Now Or Never;Halsey;Happy;https://open.spotify.com/track/7i2DJ88J7jQ8K7zqFX2fW8
Flames;David Guetta;Energetic;https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
Ojo Di Bandingke;Denny Caknan;Sad;https://open.spotify.com/track/6tpkCrZvH82EEZxTSacKQy
Airplane pt.2;BTS;Happy;https://open.spotify.com/track/4lAE47gj539h8R1yxPhhGG
Dependent;Keenan Te;Sad;https://open.spotify.com/track/1LEEVrSTobMkzG7r2vSoEJ
Salamku Untuk Kekasihmu Yang Baru;RAN;Sad;https://open.spotify.com/track/4w6BRW3NRbjlNcIqiZ0ybE
Wait a Minute!;WILLOW;Happy;https://open.spotify.com/track/5e08a8D8T3z4LDXbUIjxKQ
Bedroom Floor;Liam Payne;Sad;https://open.spotify.com/track/6IuVmxZtP3h5wvErFpDcVR
Evakuasi;Hindia;Sad;https://open.spotify.com/track/1bcIiU5FWRa2IYBqx0bk67
Malibu;Miley Cyrus;Energetic;https://open.spotify.com/track/1UZOjK1BwmwWU14Erba9CZ
Tarian Penghancur Raya;.Feast;Energetic;https://open.spotify.com/track/5vyvUHRYcvFx6aINr6xDpr
Jangan Cintai Aku Apa Adanya;Tulus;Sad;https://open.spotify.com/track/51oQZ1A2BZe6b4klnpTFzK
Miss Independent;Ne-Yo;Happy;https://open.spotify.com/track/1yJ5fyqBusR7Verj8JGsKV
Power Up;Red Velvet;Happy;https://open.spotify.com/track/381g0b6QZxC13SzA2HRMIc
Lost Control;Alan Walker;Energetic;https://open.spotify.com/track/0lG6QM1jjbbX5UUn3DPmrZ
Tiara;Raffa Affar;Sad;https://open.spotify.com/track/0XIbeoWZZr0fjOZflcX2ql
Moonlight;Kali Uchis;Happy;https://open.spotify.com/track/2i2gDpKKWjvnRTOZRhaPh2
exile (feat. Bon Iver);Taylor Swift;Sad;https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
In Your Eyes;The Weeknd;Happy;https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
The Happiest Girl;BLACKPINK;Sad;https://open.spotify.com/track/1dMN2vSRoKEGnIjDOmzmrz
Apalah (Arti Menunggu);Raisa;Sad;https://open.spotify.com/track/6iBuCdHWsIJ3qCDs50w2lS
Your Shirt;Chelsea Cutler;Sad;https://open.spotify.com/track/6zdg9ovHEPx9EblJcc7FGf
Fast Car;Jonas Blue;Sad;https://open.spotify.com/track/2mCF8L0brIs88eH6Kf2h9p
Trampoline (with ZAYN);SHAED;Sad;https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k
BOY;TREASURE;Happy;https://open.spotify.com/track/18uXUUPFfj6XF4hsmp65gB
Fresh Eyes;Andy Grammer;Happy;https://open.spotify.com/track/5NDUXbMwcnTQp66tI2zcdR
Lemah Teles;Happy Asmara;Sad;https://open.spotify.com/track/5c8Yuef8DL7Okp8Y9KhJMK
Ruin My Life;Zara Larsson;Happy;https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
Christmas EveL;Stray Kids;Happy;https://open.spotify.com/track/5npCUsfrlhdyjxyCa32maW
Go Go;BTS;Happy;https://open.spotify.com/track/5vOT8VO87TAnUjh0oADwb1
Lights Up;Harry Styles;Energetic;https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb
You & Me;Marc E. Bassy;Happy;https://open.spotify.com/track/7yCqehT9dKACTFy7YugP0J
Sing Me to Sleep;Alan Walker;Energetic;https://open.spotify.com/track/2Fjz5ZC5BvFdCqcnTZ3ilH
Harleys In Hawaii;Katy Perry;Happy;https://open.spotify.com/track/5nCthAh3jt4xKuLJAifAaR
Feel It Still;Portugal. The Man;Happy;https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
Eyes Blue Like The Atlantic (feat. Subvrbs);Sista Prod;Calm;https://open.spotify.com/track/0qUcpOOna3kkrwfqky85e1
Kick It;BLACKPINK;Energetic;https://open.spotify.com/track/3VN74YiIjtY5ouKahBjmRX
